participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.aa_treatment,player.ra_treatment,player.action1_b,player.green_red,player.a_or_b,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
137,ek1nxd7v,,0,26,25,v3_ra_outro,Dropouts,10.7.252.94,2019-03-11 14:30:32.012180+00:00,1,A1NLJ1L4VCQYV2,3U088ZLJVLJMFNFT0ED8WTJHL2Y0WI,3.00,137,0,1,1,0,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
138,zdtb2qlc,,0,26,25,v3_ra_outro,Dropouts,10.109.174.133,2019-03-11 14:30:32.399803+00:00,1,A2QP9ZGIW4R7C2,3S06PH7KSSUND60KF2CIIAD6JEY1DD,0.00,138,0,1,0,13,85,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
139,xfmwy9k3,,0,26,25,v3_ra_outro,Dropouts,10.7.217.98,2019-03-11 14:30:33.155864+00:00,1,A2SGNZGQWFJV91,3VAR3R6G1QRWS3BU4WZD8ECD1YAO8G,0.00,139,0,1,1,59,58,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
140,gy2wvhvv,,0,1,25,v3_ra_intro,Introduction,10.41.244.207,2019-03-11 14:30:35.188987+00:00,1,A1XKUCJ6ONABFI,39PAAFCODNQAG7CF86WMU228B4SVTE,0.00,140,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
141,ahowkn7e,,0,4,25,v3_ra_intro,Comprehension1_check,10.99.218.253,2019-03-11 14:30:34.582107+00:00,1,A25P8V30538GCX,3EQHHY4HQTIPD8BUIFF2RLTK8MJ5G9,0.00,141,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
142,beicb8y5,,0,26,25,v3_ra_outro,Dropouts,10.45.246.238,2019-03-11 14:30:36.084389+00:00,1,A1B6H2F271FLJR,30BUDKLTXELRTUF3CKPERI88V645ES,0.00,142,0,1,1,2,3,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
143,4qhu0i62,,0,26,25,v3_ra_outro,Dropouts,10.5.154.92,2019-03-11 14:30:34.876609+00:00,1,AAPXP8LP6UAC8,3WRFBPLXRBES9L5CR044284XV2E3NP,0.00,143,0,1,1,11,4,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
144,br0qdam9,,0,26,25,v3_ra_outro,Dropouts,10.16.231.102,2019-03-11 14:30:35.901524+00:00,1,A2RWLFIP23FZA7,3Q5ZZ9ZEVP5AKT5CZH3EZ8CMK3685W,0.00,144,0,1,0,76,71,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
145,bd88ureh,,0,26,25,v3_ra_outro,Dropouts,10.51.203.60,2019-03-11 14:30:36.119289+00:00,1,A2VKZC5T1223CS,3PJUZCGDJ76TLG7O27GVBOHO6ZP89N,1.00,145,0,1,0,50,72,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
146,lgrcrdz2,,0,26,25,v3_ra_outro,Dropouts,10.67.231.51,2019-03-11 14:30:37.369033+00:00,1,A9A0R9F8R534A,3WQQ9FUS6BKC99ML0RUR2UCEUZS8BX,0.00,146,0,1,0,30,18,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
147,0z4huk1f,,0,26,25,v3_ra_outro,Dropouts,10.99.218.253,2019-03-11 14:30:37.496312+00:00,1,A1F2VHKMDWEA2X,3AMYWKA6YCC9OPS6BH2FO0GMV3KO6U,0.00,147,0,1,1,0,2,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
148,ul212l8h,,0,4,25,v3_ra_intro,Comprehension1_check,10.35.218.93,2019-03-11 14:30:39.035232+00:00,1,A3963FCT1PKKOH,3MTMREQS4W8IG0DBSGA1LZVUUOAAWJ,0.00,148,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
149,9ctt7rkf,,0,26,25,v3_ra_outro,Dropouts,10.109.207.40,2019-03-11 14:30:39.794593+00:00,1,A3JYF8PF03AI0D,3WQ3B2KGE96UY92016LCNKP6GTM1B6,0.00,149,0,1,0,3,3,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
150,v3j7cmjm,,0,26,25,v3_ra_outro,Dropouts,10.69.10.110,2019-03-11 14:30:40.011519+00:00,1,A2TBWLOHTZNK54,3ATPCQ38J90M558B7HSP6WGA5WAAYI,0.00,150,0,1,0,45,100,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
151,83zskg2o,,0,26,25,v3_ra_outro,Dropouts,10.71.214.204,2019-03-11 14:30:40.148009+00:00,1,A3BTV0RLP0LTO8,3OONKJ5DKD9FU19178JNZG2E94VOBF,1.00,151,0,1,0,0,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
152,yh9pd8cg,,0,26,25,v3_ra_outro,Dropouts,10.45.54.157,2019-03-11 14:30:41.205015+00:00,1,A3TUJHF9LW3M8N,3VJ40NV2QJDFQN3I7UA8ZA80FBVTOA,0.00,152,0,1,0,8,11,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
153,0ogo6jrd,,0,26,25,v3_ra_outro,Dropouts,10.81.252.246,2019-03-11 14:30:41.470374+00:00,1,ANZUE8VX5IMDO,33UKMF931AAV3F8Q3BW7TKENEJCTTW,0.00,153,0,1,1,29,14,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
154,z9tt4vgi,,0,26,25,v3_ra_outro,Dropouts,10.146.200.157,2019-03-11 14:30:41.681214+00:00,1,A2FARB7LA24AU8,340UGXU9DZRPGKR48BMWZYOAUIZUV4,0.00,154,0,1,1,31,34,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
155,1rsrnnvh,,0,1,25,v3_ra_intro,Introduction,10.5.172.54,2019-03-11 14:30:44.094060+00:00,1,AAGJHWFLKLW07,3JPSL1DZ5TPST64X0FJEPGI31C5NA4,0.00,155,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
156,4c2d95o9,,0,26,25,v3_ra_outro,Dropouts,10.151.196.51,2019-03-11 14:30:44.380043+00:00,1,A3RALBCRD4MG2C,32UTUBMZ7HMAKLIY8K51U8WM5XSVBO,0.00,156,0,1,0,16,26,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
157,cquzawm6,,0,26,25,v3_ra_outro,Dropouts,10.97.168.40,2019-03-11 14:30:44.618020+00:00,1,A14WLAP6TCEKO0,31JLPPHS2VKAR65OSF4HHX42LCIO3O,0.00,157,0,1,1,35,20,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
158,8j0do0bt,,0,4,25,v3_ra_intro,Comprehension1_check,10.33.161.8,2019-03-11 14:30:44.961351+00:00,1,A3M58JIG6WQH09,3TMSXRD2X7QMMC0BWXH8AY2RQU3W1G,0.00,158,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
159,80864yaa,,0,26,25,v3_ra_outro,Dropouts,10.45.35.78,2019-03-11 14:30:45.137605+00:00,1,A3SD02HCW68EUL,3OWEPKL08A2AA46ZTC7UFPGD04ZN7D,0.00,159,0,1,1,81,48,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
160,e6m6ew5e,,0,26,25,v3_ra_outro,Dropouts,10.187.103.102,2019-03-11 14:30:47.227534+00:00,1,A2FBT0BSFOV91D,3GNCZX450JDSWRGAGUW6T5NY1R7APO,1.00,160,0,1,1,1,1,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
161,60b5ampw,,0,26,25,v3_ra_outro,Dropouts,10.95.237.176,2019-03-11 14:30:47.188443+00:00,1,A2EED3HLTA96CP,3RXCAC0YISF80QUWGDM5353BACK8GE,3.00,161,0,1,1,19,90,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
162,dzh8r4ct,,0,26,25,v3_ra_outro,Dropouts,10.37.202.132,2019-03-11 14:30:48.557530+00:00,1,A1LN1LI4AY5M3E,3KYQYYSHYWX89Y7LL4ATU6QECP7ODM,0.00,162,0,1,1,1,50,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
163,0altagel,,0,26,25,v3_ra_outro,Dropouts,10.45.71.96,2019-03-11 14:30:49.900405+00:00,1,A122LRCSBAD6DC,3NGI5ARFTUVW233AKB3DI4UVXX11PR,0.00,163,0,1,0,18,64,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
164,od5qwmqi,,0,26,25,v3_ra_outro,Dropouts,10.47.209.93,2019-03-11 14:30:50.351846+00:00,1,A154X03NKVZZL1,3U8YCDAGXQ6HVQJ7O5E2441VX1GQ03,0.00,164,0,1,1,21,28,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
165,w124hgpt,,0,26,25,v3_ra_outro,Dropouts,10.69.131.90,2019-03-11 14:30:51.022155+00:00,1,A5Q0UTSKAI2TQ,3VA45EW49ODEH3R95BQYT4P5NS51OA,3.00,165,0,1,1,18,56,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
166,8z2pdwex,,0,26,25,v3_ra_outro,Dropouts,10.111.160.147,2019-03-11 14:30:52.021532+00:00,1,A14BO0JIQTNMOW,39PAAFCODNQAG7CF86WMU228B4STVC,0.00,166,0,1,1,0,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
167,7034kszk,,0,2,25,v3_ra_intro,Instructions1,10.45.48.163,2019-03-11 14:30:54.083346+00:00,1,A2DYG188QGDOYX,3YDTZAI2WY6ADAHRMRBPF6J0615413,0.00,167,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
168,f2il3f79,,0,26,25,v3_ra_outro,Dropouts,10.95.217.143,2019-03-11 14:30:56.963196+00:00,1,A3LAC4BALBA8SQ,3DH6GAKTYZFN6DGJJ98ONP7JEHGYZ6,0.00,168,0,1,0,0,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
169,1srrpnwq,,0,26,25,v3_ra_outro,Dropouts,10.178.115.141,2019-03-11 14:31:01.105196+00:00,1,A3BB2NG85PD9DB,34MAJL3QP5D6NDV69VP83ZYX4LJ43V,1.00,169,0,1,0,21,50,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
170,ls6v4lz0,,0,2,25,v3_ra_intro,Instructions1,10.146.200.157,2019-03-11 14:30:58.011589+00:00,1,A1WMOJNU4FFQY8,3VAR3R6G1QRWS3BU4WZD8ECD1YB8O1,0.00,170,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
171,3g6xyz0l,,0,26,25,v3_ra_outro,Dropouts,10.69.187.197,2019-03-11 14:31:01.677186+00:00,1,A10BY3JE3Q69TE,3RU7GD8VPPJWWN24XUIXE5H4NXDSP1,0.00,171,0,1,1,3,11,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
172,ht0ojeag,,0,26,25,v3_ra_outro,Dropouts,10.37.194.140,2019-03-11 14:30:59.925558+00:00,1,ALVNLAB9WP9I4,3QECW5O0KIRTIDX02FE9Q489YGR5TI,0.00,172,0,1,0,0,1,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
173,zf3v2x4o,,0,26,25,v3_ra_outro,Dropouts,10.51.211.21,2019-03-11 14:31:03.158301+00:00,1,A29W4JZDI96W7H,3X66WABAJX8MZTOQ4WR9COV0UQS3GH,0.00,173,0,1,0,59,19,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
174,uiuaweu7,,0,26,25,v3_ra_outro,Dropouts,10.65.74.179,2019-03-11 14:31:01.149139+00:00,1,A309PDIH8DP0CO,3DIP6YHAPDIAGCY5AIWH32IZXW58EX,1.00,174,0,1,0,2,2,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
175,ptk7jcei,,0,26,25,v3_ra_outro,Dropouts,10.37.194.140,2019-03-11 14:31:00.409736+00:00,1,A9VEZ7WVCCK8G,3ZGVPD4G6U7RPRHP93LPF8F4ZFYTZC,0.00,175,0,1,1,2,18,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
176,xn6xuk31,,0,26,25,v3_ra_outro,Dropouts,10.67.231.51,2019-03-11 14:31:00.932505+00:00,1,AK9ZPW1WLYRL7,3R08VXYT7DL0XYFDLDYHB8T4TG3W7D,1.00,176,0,1,0,9,57,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
177,ct65q743,,0,26,25,v3_ra_outro,Dropouts,10.63.92.197,2019-03-11 14:31:00.873389+00:00,1,A8BGHKGBA8O33,34FNN24DCNZPZZWUCL18YL0ODI8Y5Z,0.00,177,0,1,0,22,19,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
178,emmuxryo,,0,26,25,v3_ra_outro,Dropouts,10.51.203.60,2019-03-11 14:31:01.906055+00:00,1,AI6LBXHNWKH9L,3QILPRALQ6LEAIBI3HZ0TPC8BO68NM,0.00,178,0,1,0,100,75,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
179,uq2gm7a7,,0,1,25,v3_ra_intro,Introduction,10.95.217.143,2019-03-11 14:31:01.161280+00:00,1,A3HZA5ZOPA298N,3ZV9H2YQQEXIWFEQJ1VRYRHOOEHW38,0.00,179,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
180,2qs5j07d,,0,26,25,v3_ra_outro,Dropouts,10.47.209.93,2019-03-11 14:31:01.519345+00:00,1,A18JN79AHDB8PD,37UEWGM5HUYHEGJPX372NZUAYFP1RJ,0.00,180,0,1,0,11,65,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
181,q7a25a1a,,0,26,25,v3_ra_outro,Dropouts,10.99.234.82,2019-03-11 14:31:01.146977+00:00,1,A12O9P1OTMJOPW,345LHZDEDYI54BPLO1GQG3WR3Y73UH,1.00,181,0,1,0,16,36,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
182,ni8ursba,,0,26,25,v3_ra_outro,Dropouts,10.31.52.57,2019-03-11 14:31:01.810241+00:00,1,A3P9BLJVSMDRBZ,3ZDAD0O1T232KWHA8LX4INZTRF0TXF,0.00,182,0,1,0,90,14,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
183,tw0ba5ak,,0,4,25,v3_ra_intro,Comprehension1_check,10.65.74.179,2019-03-11 14:31:02.352415+00:00,1,AAOWC0XKUUMQ1,3ZR9AIQJUCZA6LW9Q87P110Q19Z400,0.00,183,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
184,cjslziry,,0,26,25,v3_ra_outro,Dropouts,10.69.114.209,2019-03-11 14:31:02.393439+00:00,1,A245KPRERHWJSB,3FTF2T8WLS84BH360AW1P4KAO6RW9P,1.00,184,0,1,0,0,100,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
185,dq6670xi,,0,2,25,v3_ra_intro,Instructions1,10.47.209.93,2019-03-11 14:31:01.601993+00:00,1,A3FAH5S2RGZ5AK,3XLBSAQ9Z524RTKIW0IOACNMAI7Z76,0.00,185,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
186,1w3y2lss,,0,26,25,v3_ra_outro,Dropouts,10.33.181.57,2019-03-11 14:31:02.108677+00:00,1,A1TD88JHBU0VET,3NC5L260MPC57ILHCA5JI6TZO2NOFX,0.00,186,0,1,0,84,70,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
187,rwti2ja9,,0,26,25,v3_ra_outro,Dropouts,10.51.224.149,2019-03-11 14:31:02.250786+00:00,1,AITP2LUW8GPB,333U7HK6IA5U8NGO5RIOMA9SDVYDJT,1.00,187,0,1,0,2,37,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
188,eslyj97e,,0,26,25,v3_ra_outro,Dropouts,10.37.160.226,2019-03-11 14:31:02.341896+00:00,1,A1RWNYJA5X25YH,3Z7ISHFUH1L8R7P165AUOCJHL2DZ8T,3.00,188,0,1,1,62,26,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
189,nqiud5up,,0,26,25,v3_ra_outro,Dropouts,10.45.246.238,2019-03-11 14:31:03.380461+00:00,1,A11BACV6DY5S8M,3WR9XG3T641OOWWTB7SYGGAD9N5470,1.00,189,0,1,0,21,41,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
190,spdl0tt9,,0,26,25,v3_ra_outro,Dropouts,10.35.246.111,2019-03-11 14:31:04.717925+00:00,1,AI9QOT5C5DN1P,3TPWUS5F8AR69FA9CU6SRULIURUWC6,0.00,190,0,1,1,22,48,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
191,vnm18lrx,,0,26,25,v3_ra_outro,Dropouts,10.180.173.24,2019-03-11 14:31:05.437712+00:00,1,A101IR0LIN81SL,3DUZQ9U6SNE917Z0J6RWKX6M9LESVM,0.00,191,0,1,0,23,71,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
192,u4vd6wih,,0,26,25,v3_ra_outro,Dropouts,10.79.217.135,2019-03-11 14:31:04.940115+00:00,1,A3IGZ3N6TNPXUU,3IAS3U3I0G61NUKWKALQS3ZB8Z0B2X,0.00,192,0,1,0,27,32,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
193,52u33vjt,,0,26,25,v3_ra_outro,Dropouts,10.165.239.55,2019-03-11 14:31:05.220000+00:00,1,A3CA7SCTM4H9IO,3R0T90IZ1T2ACTK9XP2A5RZU035GCS,0.00,193,0,1,0,33,21,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
194,jho5co09,,0,26,25,v3_ra_outro,Dropouts,10.149.119.251,2019-03-11 14:31:05.232213+00:00,1,A1YBX7P5PY8LL,3YDGXNSEO0KSOA1CLCK4UG68K7B48N,0.00,194,0,1,0,15,68,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
195,7717tiqq,,0,26,25,v3_ra_outro,Dropouts,10.71.214.204,2019-03-11 14:31:06.562259+00:00,1,A2RW3D2X07UKO3,37FMASSAYDH5YFYY9D6IFJ6SXVWIBE,1.00,195,0,1,0,82,96,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
196,xr7d4b8g,,0,26,25,v3_ra_outro,Dropouts,10.138.104.201,2019-03-11 14:31:06.904331+00:00,1,A9MGD6PRW1N7K,3KKG4CDWKJOS2FKMQ4QIUC1J4DT49C,3.00,196,0,1,1,4,16,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
197,638vtu46,,0,26,25,v3_ra_outro,Dropouts,10.7.155.97,2019-03-11 14:31:08.043555+00:00,1,A3UFERVCN9A8IH,3GA6AFUKOPE0ZPJ1O29RXO719Q53HG,1.00,197,0,1,0,25,75,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
198,vmpnzspt,,0,26,25,v3_ra_outro,Dropouts,10.95.217.143,2019-03-11 14:31:07.992612+00:00,1,A36I8EWDC03SG8,33PPO7FECW5YDCWIN9XOA9US0G9DIH,1.00,198,0,1,0,83,72,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
199,23xu27ow,,0,26,25,v3_ra_outro,Dropouts,10.69.178.208,2019-03-11 14:31:08.208378+00:00,1,A87D3K9YVKTQ7,37Q970SNZFYTFVJ2CS77D9Z6KH81S7,0.00,199,0,1,1,17,99,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
200,195fmxzo,,0,26,25,v3_ra_outro,Dropouts,10.45.52.80,2019-03-11 14:31:08.742049+00:00,1,A3SCPCR9V1IODH,3WQ3B2KGE96UY92016LCNKP6GTMB1G,3.00,200,0,1,1,13,52,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
201,uy0kk4bd,,0,26,25,v3_ra_outro,Dropouts,10.47.223.147,2019-03-11 14:31:09.337394+00:00,1,A2V0ADROWMC2ZM,3DPNQGW4LM55KWIOSXN6A2AHECL461,1.00,201,0,1,0,9,87,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
202,zxtbmpag,,0,26,25,v3_ra_outro,Dropouts,10.67.202.134,2019-03-11 14:31:09.437368+00:00,1,ALARJPFSEZGGI,3A9AA95ATXCVQL4TLY5PLU7C9D65PD,0.00,202,0,1,0,23,29,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
203,1sf5bzy7,,0,26,25,v3_ra_outro,Dropouts,10.30.42.69,2019-03-11 14:31:10.639439+00:00,1,A2W5CPXXTT97KK,33LKR6A5KFAUUVWH1SCXNEVSM0M1TW,0.00,203,0,1,0,0,99,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
204,cq2iko8s,,0,26,25,v3_ra_outro,Dropouts,10.5.158.176,2019-03-11 14:31:11.178858+00:00,1,A234SQAJKIG8VD,3GLB5JMZFYLKHLQNXLXLPXHCL3HGDS,0.00,204,0,1,1,26,43,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
